id,Title,Content
7655,"Wesbrook Village Summer in the Square","<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4ed9j-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4ed9j-0-0"">Save the date for <i>Wesbrook Village </i><em>Summer in the Square</em> 2019, every Saturday June 29th - September 7th!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""eigfj-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0""><span data-offset-key=""eigfj-0-0""> </span></div>
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0"">Our Summer in the Square series is back and features local artists who will regale and entertain you through the warm summer months. Get ready for 11 exciting performances at Wesbrook Village's Norman Mackenzie Square as we've brought back some of last year's favorites and new artists. Performances are once a week so grab a bite or a refreshing drink in the village, take a seat and enjoy the show!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4lu42-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4lu42-0-0""><span data-offset-key=""4lu42-0-0""> </span></div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4c059-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4c059-0-0"">

<u>Artists Line-up</u>:
<div>
<div>Saturday | June 29 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-les-finnigan--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Les Finnigan</a></div>
</div>
<div>
<div>Saturday | July 6 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-feona-lim--2"" target=""_blank"" rel=""nofollow noopener noreferrer"">Feona Lim</a></div>
</div>
<div>
<div>Saturday | July 13 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-albert-tsai"" target=""_blank"" rel=""nofollow noopener noreferrer"">Albert Tsai</a></div>
</div>
<div>
<div>Saturday | July 20 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stringz-aloud"" target=""_blank"" rel=""nofollow noopener noreferrer"">Stringz Aloud</a></div>
</div>
<div>
<div>Saturday | July 27 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stephen-spender"">Stephen Spender</a></div>
</div>
<div>
<div>Saturday | Aug 3 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ava-maria"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ava Maria</a></div>
</div>
<div>
<div>Saturday | Aug 10 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-shawn-bullshields"" target=""_blank"" rel=""nofollow noopener noreferrer"">Shawn Bullshields</a></div>
</div>
<div>
<div>Saturday | Aug 17 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-josh-minsky--4"" target=""_blank"" rel=""nofollow noopener noreferrer"">Josh Minsky</a></div>
</div>
<div>
<div>Saturday | Aug 24 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-tyler-belding--2"">Tyler Belding</a></div>
</div>
<div>
<div>Saturday | Aug 31 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ricardo-novoa--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ricardo Novoa</a></div>
</div>
<div>
<div>Saturday | Sep 7 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-badaboom--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Badaboom</a></div>
</div>
</div>
</div>"
7656,"Wesbrook Village Summer in the Square","<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4ed9j-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4ed9j-0-0"">Save the date for <i>Wesbrook Village </i><em>Summer in the Square</em> 2019, every Saturday June 29th - September 7th!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""eigfj-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0""><span data-offset-key=""eigfj-0-0""> </span></div>
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0"">Our Summer in the Square series is back and features local artists who will regale and entertain you through the warm summer months. Get ready for 11 exciting performances at Wesbrook Village's Norman Mackenzie Square as we've brought back some of last year's favorites and new artists. Performances are once a week so grab a bite or a refreshing drink in the village, take a seat and enjoy the show!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4lu42-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4lu42-0-0""><span data-offset-key=""4lu42-0-0""> </span></div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4c059-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4c059-0-0"">

<u>Artists Line-up</u>:
<div>
<div>Saturday | June 29 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-les-finnigan--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Les Finnigan</a></div>
</div>
<div>
<div>Saturday | July 6 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-feona-lim--2"" target=""_blank"" rel=""nofollow noopener noreferrer"">Feona Lim</a></div>
</div>
<div>
<div>Saturday | July 13 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-albert-tsai"" target=""_blank"" rel=""nofollow noopener noreferrer"">Albert Tsai</a></div>
</div>
<div>
<div>Saturday | July 20 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stringz-aloud"" target=""_blank"" rel=""nofollow noopener noreferrer"">Stringz Aloud</a></div>
</div>
<div>
<div>Saturday | July 27 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stephen-spender"">Stephen Spender</a></div>
</div>
<div>
<div>Saturday | Aug 3 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ava-maria"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ava Maria</a></div>
</div>
<div>
<div>Saturday | Aug 10 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-shawn-bullshields"" target=""_blank"" rel=""nofollow noopener noreferrer"">Shawn Bullshields</a></div>
</div>
<div>
<div>Saturday | Aug 17 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-josh-minsky--4"" target=""_blank"" rel=""nofollow noopener noreferrer"">Josh Minsky</a></div>
</div>
<div>
<div>Saturday | Aug 24 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-tyler-belding--2"">Tyler Belding</a></div>
</div>
<div>
<div>Saturday | Aug 31 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ricardo-novoa--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ricardo Novoa</a></div>
</div>
<div>
<div>Saturday | Sep 7 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-badaboom--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Badaboom</a></div>
</div>
</div>
</div>"
7657,"Wesbrook Village Summer in the Square","<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4ed9j-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4ed9j-0-0"">Save the date for <i>Wesbrook Village </i><em>Summer in the Square</em> 2019, every Saturday June 29th - September 7th!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""eigfj-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0""><span data-offset-key=""eigfj-0-0""> </span></div>
<div class=""_1mf _1mj"" data-offset-key=""eigfj-0-0"">Our Summer in the Square series is back and features local artists who will regale and entertain you through the warm summer months. Get ready for 11 exciting performances at Wesbrook Village's Norman Mackenzie Square as we've brought back some of last year's favorites and new artists. Performances are once a week so grab a bite or a refreshing drink in the village, take a seat and enjoy the show!</div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4lu42-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4lu42-0-0""><span data-offset-key=""4lu42-0-0""> </span></div>
</div>
<div class="""" data-block=""true"" data-editor=""ag7v2"" data-offset-key=""4c059-0-0"">
<div class=""_1mf _1mj"" data-offset-key=""4c059-0-0"">

<u>Artists Line-up</u>:
<div>
<div>Saturday | June 29 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-les-finnigan--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Les Finnigan</a></div>
</div>
<div>
<div>Saturday | July 6 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-feona-lim--2"" target=""_blank"" rel=""nofollow noopener noreferrer"">Feona Lim</a></div>
</div>
<div>
<div>Saturday | July 13 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-albert-tsai"" target=""_blank"" rel=""nofollow noopener noreferrer"">Albert Tsai</a></div>
</div>
<div>
<div>Saturday | July 20 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stringz-aloud"" target=""_blank"" rel=""nofollow noopener noreferrer"">Stringz Aloud</a></div>
</div>
<div>
<div>Saturday | July 27 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-stephen-spender"">Stephen Spender</a></div>
</div>
<div>
<div>Saturday | Aug 3 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ava-maria"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ava Maria</a></div>
</div>
<div>
<div>Saturday | Aug 10 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-shawn-bullshields"" target=""_blank"" rel=""nofollow noopener noreferrer"">Shawn Bullshields</a></div>
</div>
<div>
<div>Saturday | Aug 17 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-josh-minsky--4"" target=""_blank"" rel=""nofollow noopener noreferrer"">Josh Minsky</a></div>
</div>
<div>
<div>Saturday | Aug 24 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-tyler-belding--2"">Tyler Belding</a></div>
</div>
<div>
<div>Saturday | Aug 31 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-ricardo-novoa--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Ricardo Novoa</a></div>
</div>
<div>
<div>Saturday | Sep 7 - <a href=""http://www.discoverwesbrook.com/posts/summer-in-the-square-badaboom--3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Badaboom</a></div>
</div>
</div>
</div>"
7679,"JoJo Siwa ft. The Belles","<h3>JoJo Siwa D.R.E.A.M. The Tour</h3>
Featuring special guests The Belles

Tuesday, August 20 2019 at 7:00pm
Tickets: <a href=""http://bit.ly/ubctix-jojosiwa"" target=""_blank"" rel=""noopener noreferrer"">http://bit.ly/ubctix-jojosiwa</a>

See Nickelodeon and YouTube teen sensation JoJo Siwa for her first-ever tour!"
7683,"Of Monsters and Men","<h3>OF MONSTERS AND MEN FEVER DREAM TOUR</h3>
with special guests

Saturday, September 28 2019 at 7:00pm

Doug Mitchell Thunderbird Sports Centre - Vancouver, BC

Tickets: <a href=""http://bit.ly/omam-ubc"" target=""_blank"" rel=""noopener noreferrer"">http://bit.ly/omam-ubc</a>
General Admission Floor / Reserved Seating / All Ages

Doors: 7:00pm
Show: 8:00pm

Of Monsters and Men are coming to Vancouver this fall at UBC's Doug Mitchell Thunderbird Sports Centre! See them LIVE in concert for their Fever Dream Tour on Saturday, September 28!"
7688,"Logic ft. JID and YBN Cordae","<h3>LOGIC: THE CONFESSIONS OF A DANGEROUS MIND TOUR</h3>
Featuring special guests J.I.D &amp; YBN Cordae

Saturday, October 5 2019

Doug Mitchell Thunderbird Sports Centre

All Ages / General Admission Floor / Reserved Seating
Doors: 6:30pm
Show: 7:30pm

Tickets: <a href=""http://bit.ly/logic-ubc"" target=""_blank"" rel=""noopener noreferrer"">http://bit.ly/logic-ubc</a>
Price: $49.99, $59.99, $79.99 (Incl. GST) + s/c

Grammy nominated artist Logic announced his North American tour kicking off this fall with stops in 26 cities including Vancouver at the Doug Mitchell Thunderbird Sports Centre on October 5! Logic will be joined by special guests J.I.D and YBN Cordae. Tickets are on sale!

&nbsp;"
7695,"Rock The Rink","<h3>ROCK THE RINK 2019</h3>
Rock the Rink is a show like no other skating show you've ever seen before! It features Canadian greats, Tessa Virtue and Scott Moir, Patrick Chan, Kaetlyn Osmond and Elvis Stojko! Rock the Rink is an annual tour that focuses on being more than a figure skating show. Combining the highest level of on-ice superstar talent with an ever-evolving touring production, Rock The Rink will produce the highest value of entertainment. This year – along with upgrades to lighting, video and interactive technology – live music will be introduced to the show, with featured special musical guest, Birds of Bellwoods.

Tickets: <a href=""http://bit.ly/ubc-rtr"" target=""_blank"" rel=""noopener noreferrer"">http://bit.ly/ubc-rtr</a>

<em>“The goal for Rock The Rink is to be something that fans of skating and live entertainment will look forward to year after year, knowing that it will always be a can’t miss night,”</em> says Scott Moir.

<em>“We want to give people a memorable experience and broaden the scope of what can be done in the show skating realm,” </em>continues Tessa Virtue.<em> “We are ready for fresh and innovative ways to share our passion with audiences across the country!”</em>"
7700,Bastille,"<h3>BASTILLE: DOOM DAYS TOUR PART 1</h3>
with guests

Tuesday, October 8 2019

Doug Mitchell Thunderbird Sports Centre - Vancouver, BC

Doors: 6:30pm
Show: 7:30pm

Tickets: <a href=""http://bit.ly/bastille-ubc"" target=""_blank"" rel=""noopener noreferrer"">http://bit.ly/bastille-ubc</a>
Price: $39.50, $55.00, $65.00 (Plus Service Charges)

Bastille is coming back to UBC's Doug Mitchell Thunderbird Sports Centre for their Doom Days Tour Part 1! See them live in concert on Tuesday October 8."
7703,Hozier,"<h3>HOZIER: WASTELAND, BABY! TOUR</h3>
with special guest Freya Ridings

Friday, October 18 2019

Doug Mitchell Thunderbird Sports Centre (UBC)

Doors: 7:00pm
Show: 8:00pm

Tickets: $39.50 / $49.50 / $59.50 / $69.50 + fees
Link: <a href=""http://bit.ly/ubc-hozier-tix"" target=""_blank"" rel=""noopener noreferrer"">http://bit.ly/ubc-hozier-tix</a>

Multi-Platinum singer/songwriter Hozier is coming to Vancouver this Fall for his Wasteland, Baby! Tour. See Hozier LIVE in concert on October 18 at the Doug Mitchell Thunderbird Sports Centre."
7707,"Daniel Caesar","<h3>DANIEL CAESAR - CASE STUDY 01: TOUR</h3>
with guests

Wednesday, Nov 27 (SECOND SHOW ADDED)
Thursday, Nov 28

Doug Mitchell Thunderbird Sports Centre (UBC), Vancouver

All Ages / General Admission Floor / Reserved Seating Stands

Doors: 7:00pm
Show: 8:00pm

Tickets: <a href=""https://www.ticketmaster.ca/search?q=Doug+mitchell+Daniel+Caesar"" target=""_blank"" rel=""noopener noreferrer"">https://www.ticketmaster.ca/search?q=Doug+mitchell+Daniel+Caesar</a>
Price: $25.00, $32.50, $39.50, $49.50 (Incl. GST) + s/c

Due to popular demand, a second show has been added to Daniel Caesar's Vancouver show at the Doug Mitchell Thunderbird Sports Centre. Tickets for both shows are on sale now!"
7711,"Daniel Caesar","<h3>DANIEL CAESAR - CASE STUDY 01: TOUR</h3>
with guests

Wednesday, Nov 27 (SECOND SHOW ADDED)
Thursday, Nov 28

Doug Mitchell Thunderbird Sports Centre (UBC), Vancouver

All Ages / General Admission Floor / Reserved Seating Stands

Doors: 7:00pm
Show: 8:00pm

Tickets: <a href=""https://www.ticketmaster.ca/search?q=Doug+mitchell+Daniel+Caesar"" target=""_blank"" rel=""noopener noreferrer"">https://www.ticketmaster.ca/search?q=Doug+mitchell+Daniel+Caesar</a>
Price: $25.00, $32.50, $39.50, $49.50 (Incl. GST) + s/c

Due to popular demand, a second show has been added to Daniel Caesar's Vancouver show at the Doug Mitchell Thunderbird Sports Centre. Tickets for both shows are on sale now!"
7712,"UBC Chef Challenge","Tasty food. Craft brews. Latin Vibes.

UBC’s most exciting culinary showdown is back! You’ve worked hard all year, let UBC’s top culinary teams give you a little taste of paradise right here on campus. Acadia Park’s very own, Brejera Band, will make you move to the sounds of samba, bossa nova and more.

<strong>Your 2019 competitors are:</strong>
<ul>
 	<li>Bao Down</li>
 	<li>Nest Catering</li>
 	<li>Sage Bistro</li>
 	<li>UBC Food Services Apprentice Team</li>
 	<li>Virtuous Pie</li>
</ul>
Regular Pricing:
$20 students
$30 staff, faculty, Alumni, UNA residents
$45 general public
$10 Children over 2 years

This event sells out every year, so be sure to buy your ticket today! More details can be found here: www.utown.ubc.ca/chefchallenge

&nbsp;"
